timestamp,open,high,low,close,volume
2021-07-29,96.5800,105.7400,96.5800,102.9500,163055852
2021-07-28,93.4400,98.7100,89.6500,97.9300,140561028
2021-07-27,92.9400,94.1000,89.1000,91.0300,69427021
2021-07-26,92.0100,92.7500,91.1200,91.8200,27668459
2021-07-23,91.3484,92.3700,90.1900,92.1500,31708899
2021-07-22,89.4000,91.3600,89.0800,91.2100,33730078
2021-07-21,87.2500,89.4900,86.9000,89.4100,29469864
2021-07-20,87.0900,87.7700,85.1650,87.1100,28088956
2021-07-19,84.9900,87.2294,84.2400,86.5800,39244796
2021-07-16,87.3200,88.0300,85.6800,85.8900,35860740
2021-07-15,89.7800,89.7800,86.1801,86.9300,38944741
2021-07-14,90.7600,91.3950,88.9400,89.0500,28108505
2021-07-13,90.4800,91.4100,89.8299,90.2600,30367595
2021-07-12,91.2200,91.9000,89.6500,90.8100,28526559
2021-07-09,90.0400,91.2600,88.5300,90.9000,35278416
2021-07-08,87.8600,90.3399,87.4500,89.7400,45673454
2021-07-07,95.0200,95.4400,90.3100,90.5400,51498481
2021-07-06,94.8750,95.4100,93.3200,94.4700,44930119
2021-07-02,93.2800,95.2700,92.2050,94.7000,51342975
2021-07-01,94.0400,94.1750,91.7000,93.3100,58059019
2021-06-30,90.8200,94.3350,90.6000,93.9300,70721525
2021-06-29,87.4100,90.3000,86.6600,89.5200,46181000
2021-06-28,86.3800,88.0000,86.1500,87.0800,30262042
2021-06-25,86.3400,86.3600,85.1000,85.6200,27804535
2021-06-24,84.3900,87.1399,84.3650,86.1000,42217665
2021-06-23,83.8300,84.4850,83.1603,83.8200,25992435
2021-06-22,82.9000,84.0400,82.4800,83.5800,32107700
2021-06-21,83.4900,84.1900,82.2100,82.5900,44417112
2021-06-18,84.2800,85.7700,83.4800,84.6500,58736805
2021-06-17,80.7700,85.3700,80.5700,84.5600,77822823
2021-06-16,80.7500,81.4500,78.9600,80.1100,29418666
2021-06-15,81.5900,81.6800,80.2250,80.4700,26194342
2021-06-14,81.5100,81.5500,80.2000,81.5500,27830243
2021-06-11,81.6100,82.3300,80.7000,81.3100,24310894
2021-06-10,80.0200,81.7100,79.7000,81.5600,28606356
2021-06-09,81.0900,81.6770,79.8000,79.9600,28454646
2021-06-08,81.8700,82.6450,80.4500,80.8900,26956625
2021-06-07,81.4000,81.6800,80.3800,81.3500,29006782
2021-06-04,80.9200,82.1900,80.8100,81.5800,26387799
2021-06-03,81.1300,81.8900,80.2600,80.2800,29811969
2021-06-02,81.0000,82.6000,80.6600,81.9700,35203224
2021-06-01,81.0100,82.9100,80.6600,80.8100,43433042
2021-05-28,78.6600,81.0900,78.6600,80.0800,40952663
2021-05-27,78.1100,78.4300,77.4700,78.4200,35883219
2021-05-26,77.8300,78.5900,77.5900,78.3400,30353997
2021-05-25,77.3300,78.7700,76.8365,77.8600,47353101
2021-05-24,77.2600,78.0100,76.8000,77.4400,33194287
2021-05-21,78.5500,78.8100,77.0400,77.1700,40201088
2021-05-20,76.8100,78.2700,76.2500,78.0600,49135012
2021-05-19,73.1600,76.9700,72.7600,76.2300,73966162
2021-05-18,74.7400,75.7699,74.2400,74.4400,31982482
2021-05-17,74.2150,75.5200,73.4100,74.6500,40779244
2021-05-14,74.0200,75.0274,72.7200,74.5900,38355787
2021-05-13,75.2100,75.7000,72.5000,73.0900,48646754
2021-05-12,75.0900,76.1300,74.1600,74.6400,42531423
2021-05-11,73.5700,76.9300,72.7500,76.8300,51008239
2021-05-10,78.2000,78.3000,75.9200,75.9900,45134490
2021-05-07,78.7500,79.5718,78.2200,78.8100,36954179
2021-05-06,77.6300,78.0599,76.4700,77.8900,38661325
2021-05-05,79.0500,79.3000,77.3600,77.8300,42310154
2021-05-04,77.9500,78.6700,77.0400,78.6100,59194328
2021-05-03,81.9700,82.0000,78.4600,78.5500,66323268
2021-04-30,82.9700,84.1000,81.4150,81.6200,46601858
2021-04-29,84.7000,85.2700,82.6300,83.9100,51294528
2021-04-28,88.8500,89.2000,83.9200,84.0200,108920306
2021-04-27,85.6700,87.1500,85.1300,85.2100,61909865
2021-04-26,83.3500,85.9000,82.7000,85.4100,57594535
2021-04-23,80.2100,83.3000,79.9600,82.7600,49267281
2021-04-22,81.6100,81.7900,78.5900,79.0600,38846050
2021-04-21,78.9900,81.6600,78.8600,81.6100,35068955
2021-04-20,80.8200,81.1100,78.5100,79.2700,34977750
2021-04-19,82.1300,83.1800,80.3900,81.1100,39115461
2021-04-16,83.3000,83.5900,81.5300,82.1500,47280570
2021-04-15,80.3200,83.9500,79.9700,83.0100,68942819
2021-04-14,79.8800,80.1300,77.9350,78.5500,34263832
2021-04-13,79.6700,80.7200,78.9800,80.1900,37767257
2021-04-12,82.0550,82.1800,78.0300,78.5800,62098804
2021-04-09,82.8000,83.5900,82.1600,82.7600,32759867
2021-04-08,83.3200,83.7900,82.4350,83.3500,41925284
2021-04-07,81.3200,83.1000,80.3500,82.2000,35590925
2021-04-06,81.2100,82.4550,80.8800,81.4400,29327948
2021-04-05,81.7400,81.9000,80.3900,81.4300,32610554
